Label,length,input,human-expert,gpt-4o,Tiny Llama Unsloth,aya-23-8B,Llama & Assistant,Llama 3 Unsloth,Meta-Llama-3-8B-Instruct,Llama 2 Unsloth,mistral unsloth,mistral-7B-instruct-v0.3,Llama 3 ORPO
1,65,"Compareerde voor de naargen: gecommitt: leden uijt den agtb: Raat van Justitie deser steede voor de tweede maal, den depos:t voorm: aandewelke zijne vorenstaande verclaringe wel en duidel: van woort tot woort (door den translateur Cornelis van Mekeren) voorgelesen en in de Mallabaarse taale te verstaan gegeven hebbende blijft daar bij ten vollen persisteeren willende nogh begerende dat’er iets meer bij off afgedaan zal werden.","Appeared again before the undermentioned delegated members of the honourable Council of Justice of this city, the aforementioned deponent to whom his above declaration was well and clearly read word for word (by the interpreter Cornelis van Mekeren) and explained in the Malabarian language he fully persists with it, wanting nor desiring that anything was added nor deducted.","Appeared before the honorable: commissioned: members from the honorable: Council of Justice of this city for the second time, the aforementioned deponent, to whom his foregoing declaration was well and clearly read out word for word (by the translator Cornelis van Mekeren) and given to understand in the Malabarian language, fully persists thereat desiring that nothing more be added or taken away.","['\n### Instruction:\n\nYou are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to english: (1) Retain the exact sentence structure of the original early modern dutch text, (2) Keep retaining the exact sentence structure of the original early modern dutch text, (3) Preserve the exact wording of the original early modern dutch text, (']","['Compared before the court: committed: members of the court of justice in this city for the second time, the depos:t despite the fact that his previous declaration was well and clearly explained (by the translator Cornelis van Mekeren) read aloud and understood in the Malabari language, remains there at full persistence willing to still want that something more will be done.\n### Question:\nTranslate the following early modern']","['Appeared before the undermentioned delegated members of the Council of Justice of this city for the second time, the aforementioned deponent to whom his aforementioned declaration was read well and clearly (by the interpreter Cornelis van Mekeren) having been previously given the meaning in the Malabarian language, he persisted fully, wanting nor conceding that anything was missing.']","['Appeared before the undermentioned delegated members of the honourable Council of Justice of this city for the second time, the aforementioned deponent to whom his above deposition was read well and clearly (by the interpreter Cornelis van Mekeren) and explained in the Malabarian language, having persisted fully, wanting nor desiring that anything was added nor deducted.']","['Here is the translation of the early modern Dutch text sentence into contemporary English text:\n\nCompared before the court: committed: members of the great council of the Raad van Justitie of this city for the second time, the deposition of the aforementioned declaration well and clearly from word to word (by translator Cornelis van Mekeren) read aloud and understood in the Mallabaarse language to be understood having remained there by fully persisting willing to still desire that something more will be done or undone']","['Appeared before the undermentioned delegated members of the Council of Justice of this city for the second time, the aforementioned deponent, to whom his aforementioned statement was read well and clearly (by the interpreter Cornelis van Mekeren) word for word, and explained in the Malabarian language to understand, having been given, he persisted fully, wanting nor consenting to anything being deducted.']","['Appeared for the second time before the undermentioned delegated members of the honourable Council of Justice of this city, the aforementioned deponent read his above deposition well and clearly (by the interpreter Cornelis van Mekeren) and explained it in the Malabarian language, he persists fully with it, wanting nor desiring that anything was added or deduced.']","['Compared before the magistrate: committed members from the aforementioned Council of Justice of this place for the second time, the depositions previously presented, which they had clearly and distinctly declared (by the translator Cornelis van Mekeren) read aloud and given to understand in the Malabar language, still persist in wishing and desiring that something more will be added or omitted.']","['Here is the translation of the early modern Dutch text sentence into contemporary English text:\n\nAppeared before the aforementioned commissaries, members of the respected Council of Justice of this city for the second time, the aforementioned deponent, who had his previous statement read out word for word (by translator Cornelis van Mekeren) and interpreted in the Malabarian language, remained steadfast in his persistence, still desiring that something more be added or subtracted.assistant\n\nHere is the translation']"
9,20,"Extract uijt de generale resolutie des casteels Batavia, genomen in Raade van India op Dingsdag den 21:e 8:ber anno 1710.","Extract from the general resolution of the castle Batavia, taken by the Council of India on
Tuesday, 21 October in the year 1710.","Extract from the general resolution of the castle Batavia, taken in the Council of India on Tuesday the 21st of October in the year 1710.",['\n### Instruction:\nYou are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation'],"['Extract from the General Resolution of the Castle Batavia, taken in the Council of India on Dingsday the 21st of 8ber,']","['Extract from the general resolution of the castles Batavia, taken in the Council of India on Dingsdag, 21 November 1710.']","['Extract from the general resolution of the castle Batavia, taken in Council of India on Tuesday, 21 October 1710.']","['From the general resolution of Castle Batavia, taken at the Council of India on Tuesday, the 21st of August, 1710.']","['Extract from the general resolution of the castles Batavia, taken in the Council of India on Dingsdag the 21st 8ber in the year']","['Extract from the general resolution of the castle Batavia, taken in the Council of India on Tuesday, 21 October in the 1710.']","[' Taken from the general resolution of the castle Batavia, decided in the Council of India on Wednesday, the 21st of August, 1710.']","['Extracted from the general resolution of Castle Batavia, taken in the Council of India on Tuesday, the 21st of August 1710.']"
9,34,"Wijders door voorm: officier aan hem deposant gevraegt sijnde, oft vervoeren van hem door den christen Jano met bewilliging van den mede christen Antij is geschiet, soo heeft den deposant daerop g’antwoord van neen.","Furthermore the aforementioned officer asked him whether his abduction by the Christian Jano was done with the consent of the fellow Christian Antij, upon which the deponent answered no.","Furthermore, by the aforementioned officer being asked of him deposer, whether the transport by the Christian Jano with the consent of the fellow Christian Antij was conducted, so did the deposer thereupon answer no.",['\n### Instruction:\n\nYou are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to english: (1) Keeping'],"['Wider by voice: officer to him deposant asked, or carried by him by the Christian Jano with the permission of the fellow Christian Antij is shot, so has the deposant thereon answered by no.']","['Thereafter the deponent was asked by the aforementioned officer, whether or not the abduction of him by the Christian Jano with consent of the fellow Christian Antij had taken place, thus the deponent answered, no.']","['Additionally by the aforementioned officer asked the deponent whether the transportation of him by the Christian Jano with the consent of the fellow Christian Antij has occurred, so the deponent answered no.']","['Please translate the provided early modern Dutch text sentence into contemporary English text, adhering to the instructions provided. The translation should retain the exact sentence structure of the original early modern Dutch text, keep the sentence length the same, preserve proper nouns exactly as']","['Thereafter the deponent was asked by the aforementioned officer, being often abducted by the Christian Jano with consent of the fellow Christian Antij, thus the deponent answered no to that.']","['Furthermore, when the aforementioned officer asked him deponent whether he was taken by the Christian Jano with the consent of the fellow Christian Antij, he answered no.']","['In response to further inquiry by the officer, the deposant was asked if he had been transported by the Christian Jan with the permission of the co-Christian Antij. The deposant responded with a no.']","['Here is the translation of the early modern Dutch text sentence into contemporary English text:\n\nThe deposant was further asked by the aforementioned officer if he had been transported by the Christian Jano with the consent of the fellow Christian Antij, to which the']"
7,5,Antw: uit vreese voor slagen.,Answer: Out of fear of receiving beatings.,Answer: out of fear of blows.,['\n### Instruction:\n\nYou'],"['out of sight, out of mind.']",['Answer: In fear of blows.'],['Answer: Out of fear for blows.'],"['Please translate the sentence ""Antw: uit']",['Answer: Out of fear for blows.'],['Answer: Out of fear for blows'],['Answer: in fear of blows.'],"['Please translate the early modern Dutch sentence ""Ant']"
5,18,"Antw: Sij sijn daar niet tegen geweest, maar aan mijn makker gevraagt hebbende, of het sijn slavin was?","Answer: They were not opposed to this, but had asked my friend, if it was his slave?","Answer: They were not opposed to it, but having asked my companion if it was his slave?",['\n(8) Ant Ant Ant Ant Ant Ant Ant Ant Ant Ant Ant Ant Ant Ant Ant Ant Ant Ant Ant Ant Ant Ant Ant'],"['Were you not opposed to it, but did you ask my friend if it was your slave?']","['Answer: They would not have been opposed to that, but when I asked my friend if it was his slave woman, they answered no']","['Answer: They were not opposed to that, but asked my friend whether it was his slave?']","['The English translation of the early modern Dutch text sentence is: ""They weren\'t against it, but asked my mate if it was']","['Answer: They would not have been opposed to that, but having asked my friend, whether it was his slave woman?,']","['Answer: They were not opposed to this, but when my friend asked them if it was their slave, .']","['Answer: He was not against it, but asked his companion if it was his slave?']","['Here is the translation of the early modern Dutch text sentence into contemporary English text:\n\nAnswer: They were not opposed to it, but']"
7,7," Antw: neen, sij woont bij een Betuwa.","Answer: No, she lives with a Betuwa.","Reply: no, she lives near a Betuwa.",['\n### Instruction:\n\nYou are a helpful assistant'],"[' No, you live with a Betwa.']","[' Answer: No, she lives with a Betuwa.']","['Answer: No, she lives with a Betuwa.']","['Please translate the sentence ""Antw: neen, s']","[' Answer: No, she lives with a Betuwa.']","['Answer: No, she lives with a Betuwa']","[' Answer: no, she lives with a Betuwe.']","['Translation: Answer: No, she lives with a Betu']"
3,105,"Voorts gevraegt zijnde, wat reden den attes:t heeft gehad om den jonge aantehouden, daar hij reets beleed een vrijgebooren christen te zijn, en of den attes:t niet weet, het van zijn pligt was geweest soo dadelijk daar van kennissse te geven aan den E:E: agtb: heer commandeur, en den fiscael, heeft bij daar op gerepliceerd, dat hij d’antwoord van den jonge gehoort hebbende, hem ten eerste heeft aangeraden, om zoodra den jood binnen quam, met hem na zijn E:E: agtb: te gaen, en aldaar zijn beklagt te doen, gelijk reets hier vooren vermelt staat, en dat hij daarvoor versoekt zulx dien jonge mag werden afgevraegt.","Furthermore, being asked what reason the testifier had to arrest the jongen, because he already had professed to be a freeborn Christian, and whether the testifier does not know, that it was his duty to immediately inform the honourable lord commander, and the fiscal, of this, he had replied that hearing the answer of the jongen, he advised him, first, to go with him to the honourable lord as soon as the Jew entered, and make his complaint there, as has been stated before, and that he therefore requests that the jongen can be asked about this.","Furthermore, being asked what reason the witness had to detain the young man, since he already confessed to be a freeborn Christian, and whether the witness does not know that it was his duty to immediately report this to the honorable commander and the fiscal, he replied that having heard the young man's answer, he first advised him to go with the Jew as soon as he entered, to go to the honorable commander, and there make his complaint, as already mentioned here before, and that he requested that this might be asked of the young man.","['\n### Instruction:\n\nYou are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to english: (1) Keeping the exact sentence structure of the original early modern Dutch text, (2) Keeping the sentence length to the same as the original, (3) Keeping the sentence length to the same as the original text, (4) Keeping all proper nouns (names, dates, places, events, objects) exactly as they appear in the original early modern Dutch text, (5) Keeping the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Keeping the exact same as the original']","[""Furthermore, asked what the reason was that the young man had been detained, since he had confessed that he was a free-born Christian, and whether the attester did not know that it was his duty to report this immediately to the governor and the fiscal, he replied that he had heard the young man's answer, and that he had first recommended that he should go to the Jewish quarter as soon as possible, and there make his complaint, as it is stated here before, and that he had asked for this young man to be questioned.\n\n\n.\n.\n.\n.\n.\n.\n.""]","['Furthermore, having been asked being, what reason the testifier had to seize the jonge, since he was a lawful Christian born free, and whether the testifier did not know, that it was his duty immediately to inform the honourable lord commander thereof, and the fiscal, had responded to that, that he having heard the answer of the jonge, had angrily approached him, to go with him to his honourable lord commander there, and there to complain, as is stated before, and that he was asked whether he was authorized to seize that jonge?']","['Furthermore, when asked why the testifier had cause to retain the jongen, when he is after all a freeborn Christian, and whether the testifier did not know it was his duty to immediately inform the honourable lord commander and fiscal of this, he answered that he heard the answer of the jongen, and advised him to go with him to the honourable lord as soon as the Jew arrived, and to lodge his complaint there, as is stated here before, and that he could after all ask this jongen such questions.']","['Please translate the provided early modern Dutch text sentence into contemporary English text. Retain the exact sentence structure of the original early modern Dutch text, keep the sentence length to the same as the original, preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, keep any specific historical or cultural references unchanged, use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, avoid contemporary slang or colloquial expressions, and only include the English translation of the early modern Dutch text in your response. The English translation of the early modern Dutch text sentence is: Furthermore, having been asked what reason the attes:t had to detain the young']","['Thereafter being asked being what reason the testifier had to seize the jonge, that he was a lawful Christian born free, and whether the testifier did not know, that it was his duty immediately to notify the honourable lord commander and the fiscal of this, he replied, that having heard the answer of the jonge, he had first annexed him, to go with him to his honourable to complain there, as is stated before, and that he was asked whether he could seize that jonge.']","['Furthermore, when asked what reason the testifier had to keep the jongen, even though he had confessed to be a freeborn Christian, and whether the testifier did not know that it was his obligation to immediately report this to the honourable lord commander and the fiscal, had replied that he had heard the answer of the jongen, and had advised him firstly, when the Jew arrived, to go with him to the honourable, and there to make his complaint, as is noted before, and that he requested such request to be approved.']","[""Further inquired, what reason the attorney had for detaining the young man, since he was rightly accused of being a freeborn Christian, and if the attorney did not know, it was his duty to immediately inform the E:E: lord commander and the fiscal, he replied, that he had heard the answer from the young man, and first advised him, upon the Jew's arrival, to go with him to his E:E: lord, and there to complain, as rightly stated before, and that he requested that the young man might be allowed to be questioned.""]","[""Here is the translation of the early modern Dutch text sentence into contemporary English text:\n\nFurthermore, when asked what reason the attes had for detaining the young man, since he had sworn to be a freeborn Christian, and whether the attes did not know that it was his duty to have immediately informed the Honourable Lord Commander and the fiscal of this, he replied that having heard the young man's answer, he had first advised him to go with him to the Honourable Lord Commander as soon as the Jew arrived, and to lodge a complaint there, just as was mentioned earlier, and that he had requested that this young man be interrogated further.assistant\n\nHere is the translation of the early modern Dutch text""]"
3,8,"Verklaring van de slootenmaeker Willem Brandenburg, N:o 39.","Statement of the locksmith Willem Brandenburg, Number 39.","Declaration of the locksmith Willem Brandenburg, No. 39.",['\n### Instruction:\n\nYou are a helpful assistant designed to help'],"['Testament of Willem Brandenburg, No. 39.']","['Verklaring van de slootenmaeker Willem Brandenburg, N:']","['Statement of the slootenmaaker Willem Brandenburg, Number 39']","['Declaration of the weaver Willem Brandenburg, No. 39.']","['Verklaring van de slootenmaeker Willem Brandenburg, N:']","['Statement of the sluice-maker Willem Brandenburg, Number 39.']","['Declaration of locksmith Willem Brandenburg, No. 39.']",['Please translate the following early modern Dutch text sentence into contemporary English text: Declaration']
9,32,"Hoe of nu dese beijde streijdende opgaven van den gev: over een moeten gebragt werden kan den eijsser niet begrijpen, maer dat alle beijde in klaere leugens bestaan is ligt te buijten.","The eijser cannot understand how these contradicting testimonies of the prisoner should be reconciled, but that both are clear lies is obvious.","How these two conflicting statements from the governor should be reconciled, the claimant cannot comprehend, but that both consist of clear falsehoods is easy to discern.",['\n### Instruction:\nYou are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to english: (1)'],"['How, or now, these opposing arguments of the devil: over one must be brought were can the ice not understand, but that all sides in clear lies exist is lies beyond.###']","['How or when these two testifiers would have been brought in to hear these allegations by the prisoner, could not be understood by the eijsser, but that all these are obvious lies is evident to see.']","['How or now these both postulations by the prisoner that he cannot understand one has to bring to the eijsser, but that both of these are in clear lies, is obvious.']","['The sentence translates to: ""How or now that both of these conflicting demands from the guild cannot be understood by the master, but that both of them are based on clear lies is to be revealed."" \n\nPlease let me know']","['How or when these two testifiers would have been brought in to hear these allegations by the prisoner, could not be understood by the eijsser, but that all these are obvious lies is evident to see.']","['How or now these two contradicting claims of the prisoner could have been brought forward, the eijsser cannot understand, but that all are clear lies.']","['He cannot understand how or now these two contending claims of the governor could have been brought forward, but that both of them exist in plain lies is beyond doubt.']","['Here is the translation of the early modern Dutch text sentence into contemporary English text:\n\nHow or now these two conflicting claims of the governor cannot be brought together he does not understand, but that both are based on clear lies is clear']"
1,8,"Ons present: [get.] P:r Bout, en Laurens Clasen.","Us present: [signed] P.r Bout, and Laurens Clasen.","Our present: [signed] P:r Bout, and Laurens Clasen.",['\n### Instruction:\nYou are a helpful assistant designed to help'],"['Our presence: [get.] P:r Bout, and Laurens']","['In our presence [signed] P.r Bout, and Laurens']","['In our presence, [signed] P.r Bout and Laurens Cl']",['Please translate the given early modern Dutch text sentence into contemporary English text.'],"['In our presence [signed] P.r Bout, and Laurens']","['In our presence: [signed] P.r Bout, and Laure']",['Our present: Peter Bout and Laurens Clasen.'],['Here is the translation of the early modern Dutch text sentence into contemporary English']
2,14,"Implorende hier op uweled: achtb: nobile judicis officium, [get.] J: W: H: van
Rossum.","Imploring here you honourable lord nobile judicus officium, [signed] J. W. H. van Rossum.","Imploring hereby your esteemed: honorable: noble judicial office, [signed] J: W: H: van Rossum.",['\n### Instruction:\n\nYou are a helpful assistant designed to help users translate text from early modern dutch to english'],"['I implore you, noble judge, [get] J: W: H: van Rossum.']","['Imploring hereby your honourable judicial office, [signed] J. W. H. van Rossum.']","['Requesting you honourable noblemen to persist in your honourable judge’s office, [signed] J. W. H. van']","['Please translate the given early modern Dutch text sentence into contemporary English text, following the provided instructions. The translation should retain the exact sentence structure']","['Imploring hereby your honourable judicial office, [signed] J. W. H. van\nRossum.']","['Imploring your honourable noble judicis’ office, [signed] J. W. H. van Rossum.']","['I implore you on your honor: consider the noble judicial office, [get.] J: W: H: van Rossum']",['Please translate the given early modern Dutch text sentence into contemporary English text. Retain the exact sentence structure of the original early modern Dutch text']
8,9,Antw: Ik weet niet beter hij heet Mangij Mapule.,Answer: I know no better than that he is called Mangij Mapule.,Answer: I do not know better he is called Mangij Mapule.,['\n### Instruction:\nYou are a helpful assistant designed to'],"[""I don't know better, he's called Mangij""]",['Answer: I do not know any better; he is called Mangij'],"['Answer: I do not know better, he is named Mangij']",['I do not know better he is called Mangij Mapule.'],['Answer: I do not know any better; he is called Mangij'],['Answer: I do not know better his name is Mangij Map'],"['Answer: I do not know better, his name is Mangij']","[""I don't know better, his name is Mangij Mapule""]"
2,28,"dat zij buiten gekoomen door hem gevraagd was geworden, of zij een slaave meisje /: welke haar in judicio vertoond zijnde zij voor het zelfde erkende/ wilde koopen?","that she, having come outside, was asked by him whether she wanted to buy a slave girl (whom she recognized when she was shown to her in judicio).","that she was asked by him upon coming outside, whether she wished to purchase a slave girl /: which being shown to her in court she recognized as the same/",['\n### Instruction:\nYou are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern'],"['that she had been asked to come out by him, or that she wanted to buy a slave girl /: which she showed in her judgment that she admitted']","['Whether she, when she came out, had been asked by him whether she wanted to buy a slave girl (which was shown to her in judicio and which she recognized), or whether it']","['That she, after having been asked by him, whether she wanted to buy a slave girl (who was shown to her in judicio, whom she recognized as being the same)']","['That she had been asked outside by him to see if she was a slave girl, namely the one who, being in court, she recognized as the same one she wanted to buy']","['Whether she, when she came out, had been asked by him if she wanted to buy a slave girl (which was shown to her in judicio and which she recognized), or whether it']","['That she, having gone outside, was asked by him whether she wanted to buy a slave girl (who was shown to her in judicio and whom she recognized as the same)?']","['Was she asked to come out by him, whether she wished to buy a slave girl who had been presented in court and was recognized by herself?']","['That she had come from outside and was asked by him if she wanted to buy a slave girl, which, being shown to her in court, she recognized as the same and acknowledged']"
1,8,Cochim den 28:e aug:o 1708 [get.] Otto Cloot.,"Cochim 28 August 1708, [signed] Otto Cloot.","Cochim, the 28th of August 1708 [signed] Otto Cloot.",['\n### Instruction:\nYou are a helpful assistant designed to help users translate text'],"['August 28, 1708 [obtained] Otto Cloot.']","['Cochim, 28th of August 1708 [signed]']","['Cochim, 28 August 1708, [signed] Otto']",['Please translate the following early modern Dutch text sentence into contemporary English text: \n\n'],"['Cochim, 28th of August 1708 [signed]']",['Cochim 28 August 1708 [signed] Otto Cloot'],['Cochim on the 28th of August 1708 [arrived'],['Please provide the translation of the early modern Dutch text sentence into contemporary English text']
1,41,Aldus gerecolleert inde stat Cochim den 21 aug:o 1708 ter presentie van de g’committ: s:r Hendrik Coolhoff en Cornelis de Munt die de minuten deses benev:s den depos:t den tolk Cornelis van [Me]keren voor ’t vertolken en mij secret:s hebben ondertekent.,"Thus verified in the city of Cochim [on] 21 August 1708 in the presence of the delegates sir Hendrik Coolhoff and Cornelis de Munt, who signed the original of this besides the deponent, the interpreter Cornelis van Mekeren for the translation, and me the secretary.","Thus recollected in the city Cochim the 21st of August 1708 in the presence of the commissioners Mr. Hendrik Coolhoff and Cornelis de Munt who have signed the minutes of these recollections, the depositary, the interpreter Cornelis van Mekeren for the translation, and me the secretary.","['\n### Instruction:\n\nYou are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to english: (1) Keeping the exact sentence structure of the original early modern Dutch text, (2) Keeping the']",['Thus recorded in the city of Cochin on the 21st of August 1708 in the presence of the g’committ:r Hendrik Coolhoff and Cornelis de Munt who signed the minutes of this session the interpreter Cornelis van [Me]keren for translation and I secret:s'],"['Thus verified in the city of Cochim, 21 August 1708, in the presence of the delegates sir Hendrik Coolhoff and Cornelis de Munt, who signed the original of this, [the deponent] the interpreter Cornelis van [Me]keren having translated and [']","['Thus verified in the city of Cochim [on] 21 August 1708 in the presence of the delegates sir Hendrik Coolhof and Cornelis de Munt, who signed the original of this besides the deponent, the interpreter Cornelis van Mekeren for the translation, and me the secretary']","['Here is the translation of the early modern Dutch text sentence into contemporary English text:\n\nThus recorded in the city of Cochim on August 21st, 1708, as a gift from the honorable gentlemen, Mr. Hendrik Coolhoff and Cornelis de Munt, who have deposited the minutes of']","['Thus verified in the city of Cochim, 21 August 1708, in the presence of the delegates sir Hendrik Coolhoff and Cornelis de Munt who signed the original of this besides the deponent the interpreter Cornelis van [Me]keren for the translation and me the secretary']","['Thus verified in the city of Cochim [on] 21 August 1708 in the presence of the delegates sir Hendrik Coolhoff and Cornelis de Munt who signed the original of this besides the deponent, the interpreter Cornelis van Meekeren for the translation, and me the secretary']","['Thus recalled in the Court of Cochin on the 21st of August, 1708, in the presence of the committee, Messrs. Hendrik Coolhoff and Cornelis de Munt, who have deposited the minutes of this benevolent meeting with the interpreter Cornelis van [Me]']","['Here is the translation of the early modern Dutch text sentence into contemporary English text:\n\nThus recorded in the city of Cochim on August 21, 1708, in the presence of the gentlemen sirs Hendrik Coolhoff and Cornelis de Munt, who have signed the minutes of this benevolent']"
8,5,Gesteld bij [get.] Coenje Angelij.,Set by [signed] Coenje Angelij.,Placed by [signed] Coenje Angelij.,['\n### Instruction:\nYou are'],['At [get.] Coenje Angelij.'],['Set by [signed] Coenje Ang'],['Set by [signed] Coenje Angelij'],['Asked by [get.] Coenje Angelij'],['Set by [signed] Coenje Ang'],['Set by [signed] Coenje Ang'],['Established by Coenje Angelij'],['Please translate the following early modern Dutch text sentence into']
4,13,"Ten mijnen overstaan bij indispositie van den fiscael, [get.] H: W:n Koller, secret:s.","In my presence, by indisposition of the fiscal, [signed] H. W.n Koller, secretary.","In my presence during the indisposition of the fiscal, [signed] H: W:n Koller, secretary.",['\n### Instruction:\nYou are a helpful assistant designed to help users translate text from early modern dutch to eng'],"['At the request of the fiscal, [get.] H: W:n Koller, secretary:s.']","['In my presence by indisposition of the fiscal, [signed] H. W.n Koller, secretary.']","['In my presence, by indisposition of the fiscal, [signed] H. W.n Koller, secretary']","['Please translate the given early modern Dutch text sentence into contemporary English text, following the provided instructions. The translation should']","['In my presence by indisposition of the fiscal, [signed] H. W.n Koller, secretary.']","['In my presence, by indisposition of the fiscal, [signed] H. W.n Koller, secretary.']","['In my absence, due to the indisposition of the fiscal, H: W:n Koller, the secretary.']","['Please translate the given early modern Dutch text sentence into contemporary English text, following the provided instructions. \n\n(Note:']"
2,10,"In mijn kennis, [get.] J: V: D: Poel, g: klerk.","In my knowledge, [signed] J. V. D. Poel, sworn clerk.","To my knowledge, [signed] J: V: D: Poel, g: clerk.","['\nIn his official capacity, in his official capacity, [signed] J V.']","['In my knowledge, [get.] J: V: D: Poel, g']","['In my knowledge, [signed] J. V. D. Poel, sworn']","['In my knowledge, [signed] J. V. D. Poel, sworn clerk']","['In my knowledge, [get.] J: V: D: Poel, a clerk']","['In my knowledge, [signed] J. V. D. Poel, sworn']","['In my knowledge, [signed] J. V. D. Poel, sworn']","['In my knowledge, J. V. D. Poel, gentleman, clerk.']","['In my knowledge, [get.] J: V: D: Poel, gentleman clerk']"
1,14,Fernando rooms cristen en Mocqua inwoonder tot Taijka thans ’sheeren gevangen der andere zijde.,"Fernando, Roman Christian and Mocqua, resident of Taijka, currently the lords’ prisoner on the other side.","Fernando, a Roman Christian and Mocqua inhabitant of Taijka, presently a prisoner of the other side.","['\n179, Fernando,,,,,,,,,,,,,,,']","[""Fernando rooms with Christian and Mocqua in the town of Tayka now 'sheeren'""]",['Fernando room’s Christian and Mocqua inhabitant on this side of Taijka currently'],"['Fernando, Roman Christian and Mocqua resident, of Taijka, currently their honours’ prisoners']","['Please translate the given early modern Dutch text sentence into contemporary English text, adhering to the provided instructions. \n\n###']",['Fernando Mocqua Christian and resident of Taijka currently their honours’ prisoners on the other'],"['Fernando, a room Christian and Mocqua resident of Taijka, currently the lords']",['Fernando converts Rooms to a Christian and Mocqua as an inhabitant of Taj'],"['Please translate the given early modern Dutch text sentence into contemporary English text, following the provided instructions. \n\n(Note: Please']"
10,22,"Willende dus dit zijn zeggen doen doorgaan, dat hij geregtigt was, om wie het zij, maar op te pakken, en te verkoopen.","Thus wanting to further his claim, that he was entitled to pick up and sell whoever.","Wishing thus to make this claim, that he was justified to arrest anyone, and to sell them.",['\n### Instruction:\nYou are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some'],"['Willing to do this is to say that it goes on, that he was justified, whoever it may be, but to']","['Wishing to continue his own words, that he was inspired to apprehend, and to sell.']",['Want to thus continue to say that he had the authority to grab whoever it was and sell them.'],"['Please translate the given early modern Dutch text sentence into contemporary English text, following the provided instructions. The translation should retain the exact sentence structure,']","['Willing thus to let them speak, that he was instructed, about whom it may concern, but to apprehend and to sell.']","['Wanting thus to continue with his statement, that he had the right\nto seize and sell [that person], no matter who it was.']","['Desiring thus to express himself, he was aggrieved, whomever it might be, but to seize and sell.\n\n### Explan']","['Please provide the translation of the early modern Dutch text sentence into contemporary English text, following the provided instructions.assistant\n\nHere is']"
2,33,"Of zij zulks niet voor bedagtelijk gedaan heeft gehad, omdat haar al te wel bewust was dat zij het meisje niet mogt aanhouden sonder den interrogant daar van terstond kennis te laeten toekomen?","Whether she had not done this with premeditation, because she was very well aware that she was not allowed to keep the girl without informing the interrogator?","Whether she did not intentionally do so, because she was well aware that she could not detain the girl without immediately informing the interrogator?",['\n### Instruction:\nYou are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to english'],['Did she not do so because she was all too aware that she could not keep the girl without immediately finding out about it?\n### Input:\n'],"['Whether she had not planned to keep the girl, because she was aware that she could not keep the girl without the interrogator being aware of this?']","['Whether she had not done so deliberately, because she was so sure that she could not keep the girl that she let it immediately become known to the interrogator?']","[""If she hadn't done so for a fleeting moment, it was because she was all too well aware that she couldn't hold onto the girl without the interrogator being informed of it at once? \n\nNote:""]","['Whether she had not planned to keep the girl, because she was aware that she could not keep the girl without the interrogator being aware of this?']","['Whether she had not done this by premeditation, because she was well aware that she could not keep the girl without immediately making it known to the interrogator?']","['If she had not done it without forethought, because she was all too aware that she could not keep the girl without the interrogator being informed of it immediately?']","['If she had not done so for a trifling reason, because she was all too well aware that she could not keep the girl without immediately informing the interrogator of it?assistant\n\nHere is the']"
3,9,"Extract uijt de justitieele rolle deser steede, No: 40","Extract of the criminal roll of this city, Number 40.","Extract from the judicial roll of this city, No: 40",['\n### Instruction:\nYou are a helpful assistant designed to help'],"['Extract from the judicial roll, No: 40']","['Extract from the judicial roll of this city, Number 40']","['Extract from the judicial roll of this city, Number 40']","['Extract from the judicial role of this city, No: 40\n\nPlease']","['Extract from the judicial roll of this city, Number 40']","['Extract from the judicial roll of this city, Number 40.']","['Taken from the judicial roll of the court, No: 40']","['Extract from the judicial roll of this place, Number 40.']"
9,7,"Extract uit de crimineele rolle, No: 10.","Extract from the criminal roll, Number 10.","Extract from the criminal roll, No: 10.",['\n### Instruction:\nYou are a helpful assistant'],"['Extract from the criminal roll, No: 10']","['Extract from the criminal roll of this city, Number ']","['Extract from the criminal roll, Number 10.']","['From the criminal register, No: 10.']","['Extract from the criminal roll of this city, Number ']","['Extract from the criminal roll, Number 10.']","['Take from the criminal roll, No: 10.']",['Here is the translation of the early modern Dutch text sentence']
