input,output,instruction,Label,length
"Op welk fundament van de zoo even aangehaalde periode, den rat: off: eijscher sustineerd, dat terwijl de omstandigheeden hebben plaats gehad, dat het gestolene meisje aan den eigenaar gerestitueerd is geworden, en de hem toegebragte schaade gerestitueerd is, zonder dat de gevangenen daar iets bij geprofiteerd hebben gehad te moogen.","On which foundation of the just mentioned period, the eijscher in his official capacity pleads that while the circumstances took place by which the girl has been returned to the owner, and that, for him, the inflicted damage has been refunded, without the prisoners having made any profit.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",2,50
Dit merk [get.] is bij Oeniaden selfs gestelt.,This mark [signed] was set by Oeniaden himself.,"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",3,8
"Maar voegt daerbij dat voorsz: christen hem deselve soude gegeven hebben om te verkopen, en naer aftrek van sijn geld, dat hem op een varken, ’t welk hij aan Antij ter opqueking soude gegeven hebben toekomt, 225. fan:s aan hem Antij uit te keeren, niet tegenstaande gem: Antij op de aan hem voorgehoudene vraegen bij recollement van sijn klagt depositie betuijgt noit een varken van den gev: ter op queking te hebben genomen, en dat dien volgens al ’t geen den gev: dien aangaande heeft te berde gebragt leugens zijn,","He added, however, that the aforementioned Christian had given him [the jongen] to sell him, and that he had given 225 fanums to Antij, after deduction of his money, to the amount of a pig, which he had apparently given to Antij to raise, notwithstanding that Antij declared in response to the questions put to him at the verification of his deposition of complaint that he had never taken a pig to raise from the prisoner, and that thus all that the prisoner had brought forward in this respect are lies.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",9,90
"Antw: Dat heb ik nae dato gehoort, maer ik heb daer niet van geweeten.","Answer: That I have heard later, but I did not know this.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",9,14
"‘Twelk getuijgt, [get.] H: W:n Koller, secret:s.","Which declares, [signed] H. W.n Koller, secretary.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",4,7
Antw: Als eerst gesegt is.,Answer: As said before.,"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",5,5
Gerecolleerde confessie van de g’arresteerde poeliassen Ballon en Oeniaden.,Verified confession of the arrested poeliassen Ballon and Oeniaden.,"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",3,9
"Maar aangaande de slavenmeijd Kali, als een lijfijge van den Landheer tot Chettua Paijencherij Nairo, en nu volgens haar voorgeven op Poettenchera gedoopt en christen geworden sijnde; heeft den raad voorts goedgevonden, des officiers versoek als nog te surcheeren, en aan denselven te gelasten, sig naauwkeurig te informeeren, of de gem: slave meijd, waarlijk door de jesuitse bisschop tot voors: Poettenchera Anthonij Pimentel, haar heeft laten dopen; omme vervolgens nader over deselve gedisponeert te komen werden.","But concerning the slave meijd Kali, a lijfijge of the landlord of Chettua Paijencherij Nairo, and now according to her own claim of having been baptized and become a Christian at Poettenchera; the Council permitted furthermore to suspend the officer’s request and to ordain him, to accurately inquire whether the mentioned slave meijd truly let her[self] be baptized by the Jesuit bishop of the aforementioned Poettenchera Anthonij Pimentel; to be able to take a decision about it thereafter.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",7,76
"Aldus gerecolleert, gepersisteert, en vermeerdert mitsgaders met solemmeelen eede gesterkt binnen de stad Cochim ter ordinaris Raadcamer van den agtb: Raad van Justitie op den 29 augustus anno 1737: in presentie van den vaandrigh Jan Schut, en boekh:der Cornelis Hendriksz: Oudewater, bijden leeden uijt den Raad voormelt.","Thus verified, persisted with and copied together with the solemn oath in the city of Cochim at the ordinary council of the honourable Council of Justice on 29 August 1737 in the presence of the vaandrig Jan Schut and bookkeeper Cornelis Hendriksz. Oudewater, both members of the aforementioned Council.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",3,47
"Als gecommitteerden, [get.] P: Elstendorp, J: C: Frischbier.","As delegates, [signed] P. Elstendorp, J. C. Frischbier.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",2,8
"Compareerde voor de naegen: gecommitt:de uit den agtb: Raad van Justitie deser steede, de confessante hiervoren in de confessie gem:, dewelke aan haar nu wederomtenoverstaanvandenondercoopman,enfiscaaldesescommandements, Nicolaas Bowijn, in presentie van den gev: toepas Jan Dias, door vertaling van den jo: tolk van woorde tewoorde voorgehouden sijnde bleef sij bij derselven inhoud ten vollen persisteeren.","There appeared before the undermentioned delegates of the honourable Council of Justice of this city the confessant mentioned in the confession above, which was now again put to her word for word by translation of the junior interpreter, in the presence of the imprisoned Toepas Jan Dias, she fully persisted with its contents.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",7,54
"Of denselven van Chettua gekomen, en op ’t versoek van gem: vrunden naer derwaerts gegaen sijnd, den deposant sig meede derwaarts vervoegt hebbende, over hem aan den koning van dat land niet geklaegt heeft?","Whether, when he came from Chettua, and at the request of the aforementioned friends, the deponent had also gone there and had not complained about him to the king of that land?","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",9,34
Waarom den gev: haar op Calicoilan niet opgevat en verkogt heeft?,Why the prisoner had not seized and sold her in Calicoilan?,"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",5,11
"Mij present, [get.] H: Koller, secret:s.","In my presence, [signed] H. Koller, secretary.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",3,6
"Extract crimineele rolle, N:o 64.","Extract criminal roll, Number 64.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",7,5
"Dat deese confessie van den eersten gevangen meer dan waar is, zal deese navolgende gerekolleerde verklaaring van de tweede gevangene sub B: uweled: achtb: evident aantoonen.","That this confession of the first prisoner is more than true, will be evidently proven to you honourable gentlemen in the following verified statement by the second prisoner, under letter B.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",2,26
Gesteld bij den [get.] moor Miram Polle.,Set by [signed] Moor Miram Polle.,"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",5,7
Gesteld bij [get.] Cotchoe Candoe.,Set by [signed] Cotchoe Candoe.,"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",8,5
"Zoo ja, waarom hij deposant niet ten eersten gesegd heeft dat hij een vrijgebooren man en geen slaav is.","If yes, why did the deponent not immediately say that he was a freeborn man and not a slave?","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",10,19
"Als gecommitteerden, [get.] J: C: Frischbier, Johann Wolff.","As delegates, [signed] J. C. Frischbier, Johan Wolff.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",2,8
"Want hem Chacken bij dies recollement wel expresselijk gevraagt sijnde, of ’t vervoeren van hem door den christen Jano met bewilliging van den meede christen Antij geschied is?.","Because when it was asked of him, Chacken, explicitly at the verification whether the abduction of him by the Christian Jano was done with the consent of the fellow Christian Antij, ","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",9,28
"Ja, als de ola goed was geweest, zoo zoude zij daar uit winst gedaan hebben.","Yes, if the ola had been good, she would have made a profit from it.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",2,15
Antw: Twintig a 25: fanums.,Answer: Twenty to 25 fanums.,"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",5,5
Reinicus Siersma commandeur en oppergebieder der custe Mallabaar Canara en Wingurla.,"Reinicus Siersma chief commander of the Malabar, Canara and Wingurla coast.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",7,11
"E: agtb: heeren,
UE: agtb: gehoorsamen dienaar, [get.] N:s Bowijn.","Honourable lords,
Your honourable’s obedient servant, [signed] N.s Bowijn.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",7,10
"Aldus gerecolleert, gepersisteert, gevragt en b’antwoord binnen de stad Cochim ter ord:s Raadcamer op maandag den 27. junij 1750, in presentie van d’E: Daniel Bos en Abraham Gosenson beide leeden uit den Raad voorm:t, /:onderstond een cruijsje en daerom gesz::/ door den deposant selvs gesteld /:in margine:/ als gecommitt:s /:get::/ D:l Bos en A:m Gosenson /:lager:/ voor de vertaling /:get::/
H:k Meulman /:onderstond:/ mij present /:was get::/ Jacob:s Meijn secret:s.","Thus verified, persisted with, questioned and answered in the city of Cochim in the ordinary Chamber of Council on Monday, 27 June 1750, in the presence of the honourable Daniel Bos and Abraham Gosenson, both members of the aforementioned Council [standing below a cross and thereby written] set down by the deponent himself [in margin] as delegates [signed] D.l Bos and A.m Gosenson [lower] for the translation [signed] H.k Meulman [standing below] in my presence [signed] Jacob.s Meijn, secretary.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",9,70
Of sij bij die occagie daar tegen niet geprotesteert heeft seggende geen slavin maar vrij was?,"Whether she had not protested on that occasion, saying that she was not a slave but free?","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",5,16
en dus de wetten placaaten en ordres daar teegens te doen standgrijpen.,"and thus to bring into effect the law, placards and orders against these.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",2,12
Werd hij relatant gevraagt dat toen den gev: den Chego Ittamen bij hem te koop heeft gebragt zonder een behoorlijke slave ola of hem relatant zulks niet ten eersten suspect is voorgekomen en zulks te meer om dat den gev: aanstonds geld op de koop vroeg.,"The testifier was asked whether when the prisoner put the Chego Ittamen for sale to him without a proper slave ola, this did not appear suspicious to him testifier and especially because the prisoner immediately asked for money for the sale?","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",10,46
"Dog tot antwoord kreeg van neen, en dat hij Ittamen in de stad niets te verrigten hadde.","But got no for answer, and that Ittamen had nothing to do in the city.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",10,17
"Maar dat ook alle die geene welke moetwillens en weeten haare hulpe laartoe gekontribueerd ofte meede gewerkt mogten hebben, het zij door verleiding van zodaanige vervoerde menschen item huisverstinge of verschuiling van deselve, ten verzoeke, dienste, en adjude der steelers ofte vervoerders, vervolgens ook die willens en weetens eenige vaartuigen of andere hulpmiddelen gekontribueerd hebben,","But also that anyone who willingly and knowingly contributed their help or cooperated, be it through temptation of mentioned transported people, or through housing or hiding them, at the request, service or aid of the thieves or transporters, furthermore also those who willingly and knowingly have provided any boats or other tools.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",2,55
Aldus gevraagd en beantwoord binnen de stad Koetsiem ter ordinaire Raadkamer der Justietsie op saturdag den 4. august: 1792 in presentsie van d:e: Johan Christiaan Frieschbier en Johannes Wolff leden.,"Thus questioned and answered within the city of Koetsiem before the ordinary Chamber of Justice on Saturday, 4 August 1792 in [the] presence of the honourable Johan Christiaan Frieschbier and Johannes Wolff, members.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",2,30
Gesteld bij Joan Dias [get.].,Set by Joan Dias [signed].,"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",7,5
"Antw: Voor dat ik getrouwt ben heb ik daer op Paroe geen vrienden gehad, maer nu heb ik daer vrienden van de vrouwen kant, die mij hebben laeten roepen.","Answer: Before I was married I had no friends in Paroe, but now I have friends there from my wife’s side, who sent for me.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",9,29
