system,prompt,chosen,rejected,length,Label
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Dat deese confessie van den eersten gevangen meer dan waar is, zal deese navolgende gerekolleerde verklaaring van de tweede gevangene sub B: uweled: achtb: evident aantoonen.","That this confession of the first prisoner is more than true, will be evidently proven to you honourable gentlemen in the following verified statement by the second prisoner, under letter B.","That this confession of the first prisoner is more than true, will this following recalled declaration of the second prisoner under B: your honors' evident show.",26,2
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",Gesteld bij den [get.] moor Miram Polle.,Set by [signed] Moor Miram Polle.,Set by the [sign.] moor Miram Polle.,7,5
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",Gesteld bij [get.] Cotchoe Candoe.,Set by [signed] Cotchoe Candoe.,Established by [signed] Cotchoe Candoe.,5,8
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Zoo ja, waarom hij deposant niet ten eersten gesegd heeft dat hij een vrijgebooren man en geen slaav is.","If yes, why did the deponent not immediately say that he was a freeborn man and not a slave?","So yes, why had he not first declared to the deponent that he is a free-born man and not a slave.",19,10
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Als gecommitteerden, [get.] J: C: Frischbier, Johann Wolff.","As delegates, [signed] J. C. Frischbier, Johan Wolff.","As delegates, [signed.] J: C: Frischbier, Johann Wolff.",8,2
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Want hem Chacken bij dies recollement wel expresselijk gevraagt sijnde, of ’t vervoeren van hem door den christen Jano met bewilliging van den meede christen Antij geschied is?.","Because when it was asked of him, Chacken, explicitly at the verification whether the abduction of him by the Christian Jano was done with the consent of the fellow Christian Antij, ","For Chacken, being expressly asked during the recollection whether his transportation by the Christian Jano occurred with the consent of the fellow Christian Antij?",28,9
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Ja, als de ola goed was geweest, zoo zoude zij daar uit winst gedaan hebben.","Yes, if the ola had been good, she would have made a profit from it.","Yes, if the oil had been good, then she would have made a profit from it.",15,2
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",Antw: Twintig a 25: fanums.,Answer: Twenty to 25 fanums.,Answer: Twenty to 25 fanums.,5,5
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",Reinicus Siersma commandeur en oppergebieder der custe Mallabaar Canara en Wingurla.,"Reinicus Siersma chief commander of the Malabar, Canara and Wingurla coast.",Reinicus Siersma commander and supreme leader of the coast Mallabaar Canara and Wingurla.,11,7
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","E: agtb: heeren,
UE: agtb: gehoorsamen dienaar, [get.] N:s Bowijn.","Honourable lords,
Your honourable’s obedient servant, [signed] N.s Bowijn.","Honorable gentlemen, Your honorable obedient servant, [signed] N:s Bowijn.",10,7
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Aldus gerecolleert, gepersisteert, gevragt en b’antwoord binnen de stad Cochim ter ord:s Raadcamer op maandag den 27. junij 1750, in presentie van d’E: Daniel Bos en Abraham Gosenson beide leeden uit den Raad voorm:t, /:onderstond een cruijsje en daerom gesz::/ door den deposant selvs gesteld /:in margine:/ als gecommitt:s /:get::/ D:l Bos en A:m Gosenson /:lager:/ voor de vertaling /:get::/
H:k Meulman /:onderstond:/ mij present /:was get::/ Jacob:s Meijn secret:s.","Thus verified, persisted with, questioned and answered in the city of Cochim in the ordinary Chamber of Council on Monday, 27 June 1750, in the presence of the honourable Daniel Bos and Abraham Gosenson, both members of the aforementioned Council [standing below a cross and thereby written] set down by the deponent himself [in margin] as delegates [signed] D.l Bos and A.m Gosenson [lower] for the translation [signed] H.k Meulman [standing below] in my presence [signed] Jacob.s Meijn, secretary.","Thus recollected, persisted, asked, and answered within the city of Cochim at the ord:s Raadcamer on Monday, the 27th of June 1750, in the presence of the Honourable Daniel Bos and Abraham Gosenson, both members from the aforementioned Council, /:a small cross understood and therefore said::/ by the deposant himself placed /:in the margin:/ as committed /:signed::/ D:l Bos and A:m Gosenson /:below:/ for the translation /:signed::/ H:k Meulman /:understood:/ myself present /:was signed::/ Jacob:s Meijn secret:s.",70,9
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",Of sij bij die occagie daar tegen niet geprotesteert heeft seggende geen slavin maar vrij was?,"Whether she had not protested on that occasion, saying that she was not a slave but free?","Did she not protest on that occasion, saying she was not a slave but free?",16,5
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",en dus de wetten placaaten en ordres daar teegens te doen standgrijpen.,"and thus to bring into effect the law, placards and orders against these.","and thus to enforce the laws, placards, and orders against it.",12,2
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",Werd hij relatant gevraagt dat toen den gev: den Chego Ittamen bij hem te koop heeft gebragt zonder een behoorlijke slave ola of hem relatant zulks niet ten eersten suspect is voorgekomen en zulks te meer om dat den gev: aanstonds geld op de koop vroeg.,"The testifier was asked whether when the prisoner put the Chego Ittamen for sale to him without a proper slave ola, this did not appear suspicious to him testifier and especially because the prisoner immediately asked for money for the sale?","Was he, the declarant, asked whether when the mentioned Chego Ittamen brought the goods to him for sale without a proper slave ola, if such did not immediately arouse his suspicion, the more so because the mentioned promptly asked for money on the sale.",46,10
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Dog tot antwoord kreeg van neen, en dat hij Ittamen in de stad niets te verrigten hadde.","But got no for answer, and that Ittamen had nothing to do in the city.","However, received a reply of no, and that he had nothing to accomplish in the city of Ittamen.",17,10
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Maar dat ook alle die geene welke moetwillens en weeten haare hulpe laartoe gekontribueerd ofte meede gewerkt mogten hebben, het zij door verleiding van zodaanige vervoerde menschen item huisverstinge of verschuiling van deselve, ten verzoeke, dienste, en adjude der steelers ofte vervoerders, vervolgens ook die willens en weetens eenige vaartuigen of andere hulpmiddelen gekontribueerd hebben,","But also that anyone who willingly and knowingly contributed their help or cooperated, be it through temptation of mentioned transported people, or through housing or hiding them, at the request, service or aid of the thieves or transporters, furthermore also those who willingly and knowingly have provided any boats or other tools.","But that also all those who willfully and knowingly contributed or cooperated their assistance therein, be it by seduction of such deluded persons, including house accommodation or hiding of the same, at the behest, service, and assistance of the thieves or transporters, and likewise also those who willfully and knowingly contributed any vessels or other means of help,",55,2
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",Aldus gevraagd en beantwoord binnen de stad Koetsiem ter ordinaire Raadkamer der Justietsie op saturdag den 4. august: 1792 in presentsie van d:e: Johan Christiaan Frieschbier en Johannes Wolff leden.,"Thus questioned and answered within the city of Koetsiem before the ordinary Chamber of Justice on Saturday, 4 August 1792 in [the] presence of the honourable Johan Christiaan Frieschbier and Johannes Wolff, members.",Thus asked and answered within the city of Koetsiem in the ordinary Council Chamber of Justice on Saturday the 4th of August: 1792 in the presence of the honorable Johan Christiaan Frieschbier and Johannes Wolff members.,30,2
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",Gesteld bij Joan Dias [get.].,Set by Joan Dias [signed].,Placed by Joan Dias [signed.].,5,7
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Antw: Voor dat ik getrouwt ben heb ik daer op Paroe geen vrienden gehad, maer nu heb ik daer vrienden van de vrouwen kant, die mij hebben laeten roepen.","Answer: Before I was married I had no friends in Paroe, but now I have friends there from my wife’s side, who sent for me.","Ans: Before I was married, I had no friends there in Paroe, but now I have friends there from my wife’s side, who have called for me.",29,9
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Gelijk dat omstandiger te sien is bij ’t extract, dat hiernevens onder n:o 8. te vinden is, en dat domestique dieven, schoon vrijgeboren in Vrankrijk doorgaans met de dood werd gestraft is te sien bij pappus annot: op den art:l brief van Haar hoogmog: art:l 3. L:a f: blad 64.","Just as is shown with more detail in the extract, that can be found here under number 8, that in France domestic thieves, though freeborn, are usually punished with the death, as can be see in the pappus annot: in the Article Book of the high and mighty article 3 and letter page 64.","As clearly seen in the extract attached herewith under number 8, and that domestic thieves, although freeborn in France, were generally punished with death is evident from Pappus annotations on the article letter of Their High Mightinesses article 3 folio 64.",50,9
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","En eijndelijk indien hij deposant op dusdanige wijse in een eeuwige slavernij was vervallen, werd hij gevraagt of het dan niet zijn eijgen schuld zoude zijn geweest.","And finally, he was asked whether it would not be his own fault if he fell into eternal slavery in this way?","And finally if he, the deponent, had thus fallen into eternal slavery in such a manner, he was asked whether it would not have been his own fault.",27,10
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","E: Agtb: heeren,
Door den commandant van’t fort Wilhelmus tot Chettua Jan Doorn bij een brief van dato 17:’ april jongst leeden, waarvan de copia desen annex; aan den E:E: agtb: heer Reinicus Siersma commandeur en oppergebieder deser custen, ter kennisse gebragt zijnde, dat den gev: indesen in name Joan Dias, zijnde een inlands soldaat, die 70: fan:s, of 2 3/16 r:d:s ‘smaends van d’E:comp: wind; volgens seggen van Paijencherij Ittij Teijen Nairo een van zijn Bettuase meijden in name Kalij, die bij hem gev: voor koelij loon gedient heeft, soude weggebragt, en verkogt hebben en voorts-
dat hij gev:, om dat door hem Doorn daer over aangesprooken, en gedreijgt is geworden met te zeggen: wel te sullen agter de waerh:t komen, soo hij goedwilliglijk die meijd niet weder wilde beschicken, op den 16:’ der gem: maand met agterlating van zijn geweer sig van daar g’absenteert had:- heeft zijn EE: agtb: den gev: door eenige lascorijns hier om hen laten opsoeken, en zulx omdat bij voorsz: brieff gesegd werd, denselven herwaerts is gekomen, dog door deselve hem gev: in’t uijt gaan van de poort ontmoet en op zijn versoek bij wel gem: zijn E:E: agtb: gebragt zijnde, wierd denselven vervolgens ter examinatie aan den eijss:r overgelevert.","Honourable lords,
By the commander of the fort Wilhelmus in Chettua, Jan Doorn, with a letter dated last 17 April, of which the copy [is in] this annex, was brought to the notice of the honourable Reinicus Siersma, chief commander of this coast, that the prisoner in this is named Joan Dias, being an indigenous soldier, who earns 70 fanums, or 2 3/16 rixdollars a month from the honourable Company; according to the Paijencherij Ittij Teijen Nairo would have brought away, and sold one of his Bettuase meijden, in name Kalij, who served with him the prisoner for koelij wages, and further
that the prisoner, because he was approached about that by Doorn, and was threatened by saying [he] will surely find out the truth, if he would not willingly return that meijd, on the 16th of the mentioned month [he] absconded from there while leaving his rifle:
For this reason, his honourable sent some lascorins to find him, and such because [it] was said in the aforementioned letter, [that] he had come hither, however on leaving the gate being encountered by him the prisoner and on his request having been brought to the mentioned honourable, was he thereafter handed over to the eijsser for examination.","E: Agtb: sirs,

Through the commandant of Fort Wilhelmus at Chettua Jan Doorn by a letter dated 17th April last, of which the copy here is annexed; to the E:E: agtb: sir Reinicus Siersma commander and supreme authority of these coasts, it was brought to attention that the said, in this case named Joan Dias, being a native soldier, who 70 fans or 2 3/16 rixdollars monthly from the E: company receives; according to the statement of Paijencherij Ittij Teijen Nairo, one of his Bettuase girls named Kalij, who served him, the said, for coolie wages, was carried away, and sold and further-

that he, the said, because he was spoken to and threatened by Doorn about it, with saying: they would surely find out the truth if he did not return the girl willingly, on the 16th of the said month, with leaving behind his gun, had absented himself from there:- has his EE: agtb: the said, through some lascorins here, let them search, and such because in the said letter it was said, the same has come here, but by the same met in going out of the gate and upon his request brought to the well mentioned his E:E: agtb:, the same was then handed over for examination to the prosecutor.",206,7
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Ja men vind onder de Chineesen nog heeden daags soodanige die ten dien fine vogels en visschen opkoopen, om aan hun deselve goed daad te beweijsen.","Yes still to this day one finds among the Chinese those who buy birds and fish
to that end, to prove their benevolence to them.","Yes, one still finds among the Chinese nowadays such people who buy birds and fish for that purpose, to do a good deed for them.",26,10
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Of den commandant ter fortresse voorm:, hem daar nae ook niet heeft gevraagd?",Whether the aforementioned commander of the fort did not ask him about it either?,Whether the commandant of the aforementioned fortress has not inquired about it as well?,13,7
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Antw: Met de gev: is een christen geworden Nairo meede gegaan, met naeme Ausop.",Answer: A Nairo who is converted to Christianity named Ausop went with the prisoner.,"Answer: With the capt: a Christian has become, Nairo also went along, named Ausop.",14,9
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",Dit is [get.] door Marien zelfs gesteld.,This is [signed] by Marien with his own hand.,This is [decided] by Marien himself.,7,2
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Antw: ik heb de meijd niet weg gebragt ofte vervoert, en daarom kan ik deselve ook niet weder geven.","Answer: I did not take away or transport the meijd, and therefore I cannot give her back.","Answer: I did not take away or transport the maid, and therefore I cannot return her either.",19,7
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Antw: Ja, ik heb meermaals op Chettua gesien, maer niet gekent.","Answer: Yes, I have seen [him] more often in Chettua, but not known [him].","Ans: Yes, I have seen Chettua several times, but did not know it.",11,9
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Eisch crimineel ter dood, gedaan, en gemaakt mitsgaders den E: achtb: Raade van Justitie deser steede Cochim overgegeven bij ofte van wegen Otto Cloot pl: fiscaal dervoorsz: plaats en zijn geseijden amptshalven eischer ter eenre","Eisch crimineel to death, done, and made and handed over to the honourable Council of Justice of this city of Cochim by or in [the] name of Otto Cloot deputy fiscal of the aforementioned place and its official eischer on one side","Criminal demand for death, executed, and made together with the honorable Council of Justice of this city Cochim handed over by or on behalf of Otto Cloot, fiscal of the aforesaid place, and his associates in their official capacity as plaintiff of the one part.",35,1
